2021-03-07 20:09:16,127: ['^']
2021-03-07 20:09:16,142: 'o'
2021-03-07 20:09:16,220: 'i'
2021-03-07 20:09:16,299: 'h'
2021-03-07 20:09:16,361: 'e'
2021-03-07 20:09:16,408: 'f'
2021-03-07 20:09:16,455: 'o'
2021-03-07 20:09:16,455: ['^']
2021-03-07 20:09:16,564: 'b'
2021-03-07 20:09:16,626: 'e'
2021-03-07 20:09:16,830: 'r'
2021-03-07 20:09:23,711: Key.backspace
2021-03-07 20:09:24,211: Key.backspace
2021-03-07 20:09:24,242: Key.backspace
2021-03-07 20:09:24,273: Key.backspace
2021-03-07 20:09:24,320: Key.backspace
2021-03-07 20:09:24,351: Key.backspace
2021-03-07 20:09:24,382: Key.backspace
2021-03-07 20:09:24,413: Key.backspace
2021-03-07 20:09:24,445: Key.backspace
2021-03-07 20:09:24,476: Key.backspace
2021-03-07 20:09:24,508: Key.backspace
2021-03-07 20:09:24,539: Key.backspace
2021-03-07 20:09:24,570: Key.backspace
2021-03-07 20:09:24,601: Key.backspace
2021-03-07 20:14:21,769: Key.up
2021-03-07 20:14:22,536: Key.shift
2021-03-07 20:14:22,740: 'B'
2021-03-07 20:14:23,151: 'o'
2021-03-07 20:14:23,359: 'n'
2021-03-07 20:14:23,564: 'j'
2021-03-07 20:14:23,717: 'o'
2021-03-07 20:14:23,794: 'u'
2021-03-07 20:14:23,843: 'r'
2021-03-07 20:14:23,973: Key.space
2021-03-07 20:14:24,144: Key.shift
2021-03-07 20:14:24,394: 'M'
2021-03-07 20:14:24,542: 'a'
2021-03-07 20:14:24,734: 'd'
2021-03-07 20:14:24,936: 'a'
2021-03-07 20:14:25,049: 'm'
2021-03-07 20:14:25,159: 'e'
2021-03-07 20:14:25,243: ','
2021-03-07 20:14:25,511: Key.enter
2021-03-07 20:14:26,085: Key.backspace
2021-03-07 20:14:26,429: Key.space
2021-03-07 20:14:26,663: Key.shift
2021-03-07 20:14:26,913: 'M'
2021-03-07 20:14:27,106: 'o'
2021-03-07 20:14:27,290: 'n'
2021-03-07 20:14:27,383: 's'
2021-03-07 20:14:27,495: 'i'
2021-03-07 20:14:27,574: 'e'
2021-03-07 20:14:27,710: 'u'
2021-03-07 20:14:27,772: 'r'
2021-03-07 20:14:27,934: ','
2021-03-07 20:14:28,411: Key.enter
2021-03-07 20:14:28,628: Key.enter
2021-03-07 20:14:36,857: Key.shift
2021-03-07 20:14:36,979: 'V'
2021-03-07 20:14:37,212: 'o'
2021-03-07 20:14:37,271: 'i'
2021-03-07 20:14:37,435: 'i'
2021-03-07 20:14:37,904: Key.backspace
2021-03-07 20:14:38,493: 'c'
2021-03-07 20:14:38,570: 'i'
2021-03-07 20:14:38,752: Key.space
2021-03-07 20:14:39,054: 'e'
2021-03-07 20:14:39,162: 'n'
2021-03-07 20:14:39,258: 'f'
2021-03-07 20:14:39,360: 'i'
2021-03-07 20:14:39,541: 'n'
2021-03-07 20:14:39,701: Key.space
2021-03-07 20:14:39,945: 'l'
2021-03-07 20:14:40,004: 'e'
2021-03-07 20:14:40,205: 's'
2021-03-07 20:14:40,347: Key.space
2021-03-07 20:14:42,677: 'é'
2021-03-07 20:14:42,794: 't'
2021-03-07 20:14:42,993: 'u'
2021-03-07 20:14:43,082: 'd'
2021-03-07 20:14:43,197: 'i'
2021-03-07 20:14:43,268: 'a'
2021-03-07 20:14:43,404: 'n'
2021-03-07 20:14:43,503: 't'
2021-03-07 20:14:43,722: 's'
2021-03-07 20:14:43,828: Key.space
2021-03-07 20:14:44,017: 'd'
2021-03-07 20:14:44,334: Key.backspace
2021-03-07 20:14:44,831: Key.backspace
2021-03-07 20:14:44,871: Key.backspace
2021-03-07 20:14:44,905: Key.backspace
2021-03-07 20:14:44,937: Key.backspace
2021-03-07 20:14:44,969: Key.backspace
2021-03-07 20:14:45,001: Key.backspace
2021-03-07 20:14:45,034: Key.backspace
2021-03-07 20:14:45,068: Key.backspace
2021-03-07 20:14:45,229: Key.backspace
2021-03-07 20:14:45,403: Key.backspace
2021-03-07 20:14:45,580: Key.backspace
2021-03-07 20:14:45,753: Key.backspace
2021-03-07 20:14:45,926: Key.backspace
2021-03-07 20:14:46,156: 'a'
2021-03-07 20:14:46,281: Key.space
2021-03-07 20:14:46,654: 'l'
2021-03-07 20:14:46,835: 'i'
2021-03-07 20:14:46,938: 's'
2021-03-07 20:14:47,077: 't'
2021-03-07 20:14:47,133: 'e'
2021-03-07 20:14:47,261: Key.space
2021-03-07 20:14:47,334: 'd'
2021-03-07 20:14:47,505: 'e'
2021-03-07 20:14:47,649: 's'
2021-03-07 20:14:47,765: Key.space
2021-03-07 20:14:47,863: 'é'
2021-03-07 20:14:48,026: 't'
2021-03-07 20:14:48,219: 'u'
2021-03-07 20:14:48,350: 'd'
2021-03-07 20:14:48,461: 'i'
2021-03-07 20:14:48,594: 'a'
2021-03-07 20:14:48,698: 'n'
2021-03-07 20:14:48,908: 't'
2021-03-07 20:14:48,967: 'e'
2021-03-07 20:14:49,382: Key.backspace
2021-03-07 20:14:49,513: 's'
2021-03-07 20:14:49,653: Key.space
2021-03-07 20:14:49,775: 'd'
2021-03-07 20:14:49,879: 'e'
2021-03-07 20:14:50,005: Key.space
2021-03-07 20:14:50,286: 'o'
2021-03-07 20:14:50,686: Key.backspace
2021-03-07 20:14:51,053: 'v'
2021-03-07 20:14:51,195: 'o'
2021-03-07 20:14:51,468: 't'
2021-03-07 20:14:51,529: 'r'
2021-03-07 20:14:51,647: 'e'
2021-03-07 20:14:51,850: Key.space
2021-03-07 20:14:52,158: 'é'
2021-03-07 20:14:52,302: 't'
2021-03-07 20:14:52,412: 'a'
2021-03-07 20:14:52,481: 'b'
2021-03-07 20:14:52,705: 'l'
2021-03-07 20:14:52,877: 'i'
2021-03-07 20:14:52,931: 's'
2021-03-07 20:14:53,087: 's'
2021-03-07 20:14:53,258: 'e'
2021-03-07 20:14:53,366: 'm'
2021-03-07 20:14:53,462: 'e'
2021-03-07 20:14:53,564: 'n'
2021-03-07 20:14:53,661: 't'
2021-03-07 20:14:53,739: Key.space
2021-03-07 20:14:53,949: 'q'
2021-03-07 20:14:54,061: 'u'
2021-03-07 20:14:54,131: 'i'
2021-03-07 20:14:54,371: Key.space
2021-03-07 20:14:54,649: 'o'
2021-03-07 20:14:54,822: 'n'
2021-03-07 20:14:54,922: 't'
2021-03-07 20:14:55,013: Key.space
2021-03-07 20:14:55,234: 'o'
2021-03-07 20:14:55,422: 'b'
2021-03-07 20:14:55,495: 't'
2021-03-07 20:14:55,689: 'e'
2021-03-07 20:14:55,762: 'n'
2021-03-07 20:14:55,829: 'u'
2021-03-07 20:14:56,044: Key.space
2021-03-07 20:14:56,285: 'l'
2021-03-07 20:14:56,377: 'e'
2021-03-07 20:14:56,479: Key.space
2021-03-07 20:14:56,677: 's'
2021-03-07 20:14:56,795: 't'
2021-03-07 20:14:56,893: 'a'
2021-03-07 20:14:57,008: 't'
2021-03-07 20:14:57,198: 'u'
2021-03-07 20:14:57,300: 't'
2021-03-07 20:14:57,455: Key.space
2021-03-07 20:14:57,653: 'd'
2021-03-07 20:14:57,777: 'e'
2021-03-07 20:14:58,474: Key.backspace
2021-03-07 20:14:58,648: Key.backspace
2021-03-07 20:14:58,868: Key.shift
2021-03-07 20:14:59,212: 'S'
2021-03-07 20:14:59,339: 'S'
2021-03-07 20:14:59,736: Key.backspace
2021-03-07 20:15:00,369: Key.backspace
2021-03-07 20:15:01,384: 'd'
2021-03-07 20:15:01,520: "'"
2021-03-07 20:15:02,094: 'é'
2021-03-07 20:15:02,204: 't'
2021-03-07 20:15:02,443: 'u'
2021-03-07 20:15:02,539: 'd'
2021-03-07 20:15:02,672: 'i'
2021-03-07 20:15:03,258: 'a'
2021-03-07 20:15:03,398: 'n'
2021-03-07 20:15:03,490: 't'
2021-03-07 20:15:03,577: Key.space
2021-03-07 20:15:03,704: 'e'
2021-03-07 20:15:03,812: 'n'
2021-03-07 20:15:04,024: 't'
2021-03-07 20:15:04,093: 'r'
